age,monthly_income,dependents,horizon_years,emergency_fund,drop_reaction,goal_type,experience,monthly_investable,risk_label
54,55857,0,15,no,sell,tax_saving,some,13796,Conservative
49,109908,3,7,no,sell,tax_saving,none,12607,Conservative
33,24971,2,1,no,hold,child_education,none,3738,Conservative
50,48850,1,7,yes,sell,tax_saving,none,10557,Moderate
54,57806,1,2,yes,buy_more,wealth_creation,none,5290,Moderate
33,32482,3,20,no,hold,wealth_creation,some,3171,Conservative
25,56124,1,7,yes,buy_more,short_term,some,14571,Aggressive
56,29793,0,7,yes,sell,wealth_creation,experienced,2970,Moderate
26,66886,0,3,no,hold,child_education,some,3679,Moderate
44,78907,0,7,no,hold,child_education,some,8327,Aggressive
30,55411,2,5,yes,hold,retirement,some,4026,Aggressive
26,21295,0,10,yes,hold,wealth_creation,some,2867,Aggressive
52,31727,2,7,yes,buy_more,child_education,none,8823,Aggressive
26,63203,1,5,no,hold,wealth_creation,some,18065,Aggressive
47,49490,3,3,yes,buy_more,wealth_creation,none,3533,Moderate
48,15000,1,7,no,sell,retirement,some,3316,Conservative
23,85757,4,5,yes,hold,retirement,none,6553,Aggressive
27,52129,3,15,yes,hold,wealth_creation,some,5532,Aggressive
52,33908,0,15,no,hold,short_term,experienced,9672,Moderate
41,76705,2,10,no,hold,short_term,some,26202,Moderate
25,36138,0,3,no,hold,retirement,none,4751,Conservative
60,35961,3,1,yes,buy_more,tax_saving,some,10178,Conservative
31,57598,2,20,yes,sell,wealth_creation,some,8790,Moderate
21,109257,0,20,no,sell,tax_saving,experienced,31178,Moderate
57,101784,0,2,no,sell,wealth_creation,some,22502,Conservative
21,57634,1,10,no,sell,child_education,none,12327,Conservative
43,60359,3,5,yes,hold,child_education,experienced,17663,Aggressive
60,69994,2,2,no,hold,short_term,none,18118,Conservative
44,27843,0,20,yes,hold,tax_saving,none,9500,Aggressive
44,65504,0,20,yes,buy_more,tax_saving,none,10402,Aggressive
36,35230,1,20,yes,buy_more,wealth_creation,none,11855,Aggressive
26,56574,1,2,yes,hold,short_term,some,16875,Conservative
43,44251,0,5,yes,hold,child_education,none,8764,Aggressive
56,61423,0,15,yes,sell,child_education,none,12299,Conservative
24,51696,3,10,no,hold,tax_saving,none,16573,Moderate
56,15000,1,5,no,hold,short_term,experienced,3393,Conservative
37,53130,2,7,yes,sell,wealth_creation,some,8040,Aggressive
42,65445,1,1,no,buy_more,retirement,some,4084,Moderate
27,59914,1,7,yes,hold,short_term,some,8381,Aggressive
45,46809,2,15,yes,sell,child_education,some,5392,Moderate
28,102638,0,1,no,hold,child_education,none,9104,Conservative
31,56393,0,2,yes,hold,child_education,experienced,14199,Aggressive
49,59691,4,7,yes,hold,wealth_creation,some,10070,Moderate
23,78434,3,7,no,sell,short_term,some,6146,Conservative
38,57708,2,5,yes,sell,tax_saving,experienced,8546,Moderate
44,32724,0,1,yes,hold,tax_saving,none,3014,Conservative
26,16362,0,10,no,hold,retirement,none,3756,Aggressive
32,39548,0,3,no,sell,tax_saving,experienced,7042,Conservative
34,69038,4,7,yes,buy_more,wealth_creation,some,22800,Aggressive
47,41819,3,7,no,buy_more,short_term,some,9728,Conservative
60,70300,1,5,yes,hold,child_education,experienced,19652,Moderate
54,52413,4,7,yes,buy_more,short_term,experienced,7889,Moderate
28,87520,0,10,yes,hold,wealth_creation,experienced,24185,Aggressive
21,42922,1,7,yes,sell,wealth_creation,none,11607,Moderate
23,60501,0,7,no,hold,tax_saving,experienced,21010,Aggressive
44,61552,0,5,no,hold,short_term,some,15286,Moderate
27,96347,4,5,yes,hold,retirement,some,31297,Aggressive
30,22743,3,5,yes,buy_more,tax_saving,none,7052,Aggressive
54,39883,0,5,yes,hold,child_education,some,12986,Moderate
55,71813,0,5,no,sell,retirement,none,15938,Conservative
54,98287,1,3,yes,sell,short_term,experienced,11518,Conservative
31,54613,0,10,no,buy_more,child_education,some,12315,Aggressive
45,42971,1,2,yes,sell,short_term,some,14030,Conservative
45,68920,1,15,yes,buy_more,child_education,none,23564,Aggressive
28,72469,0,7,no,sell,short_term,some,24193,Conservative
43,41695,0,1,no,buy_more,tax_saving,some,7602,Moderate
42,56876,0,7,yes,sell,wealth_creation,experienced,16567,Aggressive
36,83386,4,5,yes,sell,retirement,some,16391,Moderate
51,114772,1,20,no,sell,retirement,none,29555,Conservative
48,68471,1,20,no,sell,tax_saving,some,12287,Conservative
42,50004,0,15,no,sell,wealth_creation,none,7039,Conservative
50,47842,2,7,no,sell,wealth_creation,some,8735,Conservative
51,62996,0,15,no,hold,child_education,some,8951,Moderate
43,46534,0,7,yes,hold,retirement,none,8234,Aggressive
31,53387,2,15,yes,sell,wealth_creation,none,13523,Moderate
51,30453,2,2,yes,hold,short_term,some,3356,Conservative
49,87875,0,15,no,buy_more,retirement,some,22233,Aggressive
60,29346,1,10,yes,buy_more,tax_saving,none,2115,Aggressive
26,40358,4,3,yes,hold,retirement,some,2037,Moderate
37,51221,0,20,no,hold,short_term,some,6142,Moderate
57,120083,0,10,yes,buy_more,tax_saving,none,13294,Aggressive
41,40529,1,15,no,buy_more,tax_saving,none,12156,Aggressive
58,36326,0,1,yes,buy_more,retirement,none,10055,Moderate
21,38258,2,7,no,hold,short_term,some,9561,Moderate
22,103414,2,10,no,hold,wealth_creation,none,27081,Aggressive
52,15000,1,1,yes,buy_more,tax_saving,experienced,3733,Aggressive
35,31218,2,10,yes,hold,retirement,some,9300,Aggressive
41,167557,1,7,yes,sell,retirement,some,35215,Moderate
38,63952,2,3,no,buy_more,retirement,experienced,3536,Aggressive
37,29801,0,10,no,buy_more,retirement,none,9208,Aggressive
58,48104,0,2,yes,sell,retirement,some,9193,Conservative
24,50531,2,15,yes,sell,retirement,none,16600,Aggressive
51,71736,0,15,no,buy_more,child_education,none,22804,Conservative
56,112170,0,5,yes,hold,tax_saving,some,19046,Moderate
47,58386,0,7,no,hold,tax_saving,none,19262,Conservative
36,38449,2,5,yes,sell,wealth_creation,experienced,2598,Aggressive
27,69855,0,5,yes,sell,retirement,some,17372,Aggressive
48,35802,2,15,yes,hold,child_education,some,9109,Aggressive
39,30791,2,3,yes,buy_more,retirement,some,9300,Aggressive
26,22204,2,5,no,hold,child_education,experienced,4250,Aggressive
35,24238,0,3,no,sell,short_term,none,2961,Conservative
59,32748,3,7,no,sell,wealth_creation,some,2071,Conservative
31,28853,0,15,no,sell,short_term,none,5487,Conservative
28,56441,3,2,no,buy_more,short_term,none,10497,Conservative
48,28574,2,3,no,hold,child_education,none,4483,Conservative
28,15000,0,2,no,buy_more,tax_saving,none,3613,Moderate
57,30645,2,2,no,buy_more,retirement,none,6417,Conservative
55,39642,1,5,no,hold,tax_saving,some,3356,Conservative
60,37329,1,10,yes,sell,retirement,some,2405,Moderate
57,97128,1,7,yes,buy_more,wealth_creation,experienced,30809,Aggressive
30,37194,2,1,yes,sell,tax_saving,some,10140,Conservative
29,72868,2,7,yes,buy_more,wealth_creation,experienced,13769,Aggressive
34,48603,3,10,yes,hold,child_education,experienced,9662,Aggressive
39,48096,0,5,yes,hold,child_education,experienced,4056,Aggressive
56,33660,2,3,yes,hold,retirement,none,4343,Conservative
50,47741,2,10,no,hold,retirement,none,14199,Moderate
46,34742,2,1,no,hold,wealth_creation,some,3053,Conservative
56,52918,1,15,yes,hold,retirement,none,4301,Aggressive
46,44076,1,10,no,sell,retirement,experienced,9583,Moderate
36,32045,2,15,no,hold,child_education,some,9680,Moderate
37,76600,0,2,no,hold,retirement,experienced,12542,Moderate
41,59401,0,2,yes,buy_more,retirement,none,14479,Moderate
24,40069,1,15,yes,buy_more,wealth_creation,experienced,12847,Aggressive
50,52337,0,5,yes,hold,retirement,none,16610,Moderate
47,47206,0,5,no,buy_more,child_education,some,8986,Moderate
50,33176,0,7,no,hold,child_education,experienced,4600,Moderate
42,50600,2,1,no,sell,wealth_creation,some,11233,Conservative
52,37069,4,7,no,sell,retirement,some,12131,Conservative
58,32041,1,20,no,buy_more,child_education,none,8146,Conservative
43,23617,0,10,no,hold,short_term,experienced,7948,Moderate
38,41715,3,5,no,buy_more,tax_saving,some,9333,Moderate
25,63268,0,20,no,hold,wealth_creation,experienced,3566,Aggressive
52,35860,4,10,yes,sell,tax_saving,some,6611,Conservative
57,152408,1,1,no,hold,retirement,some,48920,Conservative
48,73025,0,10,yes,hold,wealth_creation,some,4390,Aggressive
55,88163,1,1,yes,hold,short_term,some,20753,Conservative
55,70112,0,3,no,buy_more,wealth_creation,some,11454,Conservative
52,112847,2,7,yes,hold,short_term,none,19306,Conservative
41,34401,0,3,yes,hold,short_term,some,7577,Moderate
24,15485,3,1,no,hold,short_term,none,2686,Conservative
21,40104,2,7,yes,hold,tax_saving,none,13075,Aggressive
29,63019,3,3,yes,buy_more,retirement,some,8892,Aggressive
38,52479,3,7,yes,sell,short_term,some,14577,Moderate
50,55490,0,3,yes,hold,child_education,some,4307,Moderate
39,88823,1,10,yes,hold,retirement,experienced,13310,Aggressive
21,58216,3,15,yes,sell,child_education,some,5668,Aggressive
29,70228,1,2,no,hold,child_education,experienced,8142,Moderate
60,32118,0,10,yes,hold,short_term,some,7045,Moderate
60,29943,0,2,no,hold,retirement,none,4569,Conservative
36,101351,0,5,yes,hold,short_term,some,6549,Aggressive
53,51297,3,5,yes,sell,wealth_creation,none,15851,Conservative
49,37032,1,3,no,sell,wealth_creation,experienced,9354,Conservative
58,37062,2,1,yes,hold,retirement,some,12473,Conservative
56,36603,4,10,yes,hold,short_term,none,10619,Conservative
46,35630,0,10,yes,hold,tax_saving,some,7760,Aggressive
36,27517,2,20,yes,sell,wealth_creation,none,5176,Moderate
46,24954,0,20,yes,hold,wealth_creation,none,8334,Aggressive
33,44902,0,5,yes,hold,wealth_creation,none,7956,Aggressive
34,37540,0,2,yes,buy_more,wealth_creation,experienced,8013,Aggressive
45,80678,0,1,yes,hold,wealth_creation,none,12111,Conservative
43,55931,1,7,yes,hold,retirement,some,7505,Moderate
44,55237,1,15,no,hold,wealth_creation,some,16773,Moderate
36,35087,0,3,yes,hold,retirement,experienced,4354,Aggressive
37,46422,0,3,no,buy_more,short_term,experienced,4327,Moderate
21,57667,2,5,no,sell,tax_saving,experienced,15478,Moderate
45,67662,0,15,yes,hold,short_term,some,20457,Aggressive
44,46992,3,5,yes,sell,wealth_creation,some,15428,Moderate
58,79666,4,10,yes,sell,retirement,experienced,19924,Conservative
41,49197,2,5,yes,sell,wealth_creation,none,7601,Conservative
39,70037,1,5,yes,sell,retirement,none,14231,Conservative
23,39323,2,5,yes,sell,wealth_creation,experienced,4163,Aggressive
28,21684,2,10,no,sell,short_term,none,2463,Conservative
34,55312,4,10,no,sell,retirement,none,17637,Conservative
36,67941,4,5,yes,sell,wealth_creation,none,20698,Conservative
35,63507,1,3,no,sell,retirement,none,8490,Conservative
36,59277,2,2,yes,hold,wealth_creation,experienced,9728,Moderate
51,41903,3,1,yes,buy_more,tax_saving,none,14148,Conservative
26,34096,0,2,yes,hold,retirement,some,5714,Aggressive
34,62835,1,2,no,sell,retirement,none,9314,Conservative
27,59391,2,10,yes,hold,short_term,some,6543,Aggressive
33,38085,2,15,no,hold,wealth_creation,some,6561,Aggressive
48,80760,1,10,no,sell,wealth_creation,some,12847,Conservative
22,32948,0,10,yes,hold,short_term,some,8910,Aggressive
34,37699,0,20,yes,hold,retirement,some,5809,Aggressive
21,102374,1,20,yes,hold,child_education,none,19194,Aggressive
59,72465,3,3,no,hold,short_term,some,10609,Conservative
50,41726,3,2,yes,hold,wealth_creation,experienced,6084,Moderate
30,55788,1,2,yes,sell,wealth_creation,experienced,6994,Moderate
28,52557,0,15,yes,sell,wealth_creation,none,10481,Aggressive
24,15000,2,2,no,buy_more,short_term,experienced,2680,Moderate
39,32600,2,5,no,hold,retirement,experienced,2193,Moderate
51,47911,1,7,yes,hold,short_term,experienced,15770,Moderate
44,41752,1,7,yes,buy_more,wealth_creation,experienced,6456,Aggressive
56,54786,0,7,yes,hold,short_term,experienced,15190,Moderate
34,81492,2,10,yes,sell,child_education,none,26246,Conservative
32,42417,2,7,yes,hold,wealth_creation,none,2265,Moderate
40,30456,1,15,no,sell,wealth_creation,experienced,2649,Moderate
29,56737,3,2,yes,hold,tax_saving,some,6080,Moderate
60,42320,2,15,yes,hold,tax_saving,some,13362,Moderate
28,45696,4,7,yes,sell,retirement,none,9765,Moderate
40,42989,1,3,yes,sell,tax_saving,none,6159,Conservative
41,134433,1,20,no,hold,short_term,experienced,8500,Moderate
23,17884,4,20,no,hold,child_education,none,1084,Conservative
39,41161,4,15,yes,sell,short_term,some,9189,Conservative
39,48939,4,15,yes,sell,tax_saving,none,12769,Conservative
31,34492,3,5,no,hold,retirement,experienced,5714,Moderate
26,73491,1,3,no,buy_more,retirement,none,10015,Moderate
22,70683,0,3,no,buy_more,tax_saving,experienced,20637,Aggressive
21,47978,1,15,no,hold,tax_saving,none,14857,Aggressive
40,43399,4,15,no,hold,child_education,experienced,7162,Moderate
24,46612,1,20,no,hold,wealth_creation,none,12793,Moderate
59,46762,2,15,no,sell,retirement,experienced,14535,Conservative
30,47322,4,7,no,sell,retirement,some,7768,Conservative
47,45044,4,2,no,sell,wealth_creation,none,4424,Conservative
47,54918,4,2,no,buy_more,wealth_creation,none,8815,Conservative
40,68799,1,5,yes,hold,retirement,some,4723,Aggressive
56,28180,1,10,yes,sell,retirement,some,1709,Moderate
25,30552,4,2,no,hold,wealth_creation,none,9088,Conservative
30,22318,0,15,yes,sell,wealth_creation,none,6825,Moderate
31,72394,0,10,yes,hold,child_education,experienced,17678,Aggressive
26,54865,4,3,yes,hold,child_education,some,16844,Aggressive
32,61535,2,15,yes,buy_more,retirement,some,20345,Aggressive
33,25763,1,7,yes,hold,short_term,some,6593,Aggressive
51,109450,0,10,yes,buy_more,wealth_creation,none,35406,Aggressive
33,37272,1,5,yes,sell,child_education,none,12146,Conservative
56,52875,4,5,yes,hold,tax_saving,none,6997,Conservative
51,72003,2,1,yes,buy_more,retirement,experienced,24119,Conservative
57,31440,1,7,yes,hold,retirement,none,10851,Conservative
25,38336,1,10,yes,buy_more,child_education,some,5134,Aggressive
60,53136,3,20,yes,buy_more,child_education,none,12658,Aggressive
45,177346,3,15,no,hold,wealth_creation,none,20582,Moderate
60,56134,1,2,yes,sell,tax_saving,some,9437,Conservative
35,100998,2,20,no,sell,tax_saving,some,23958,Moderate
59,84335,0,2,no,hold,short_term,experienced,5163,Conservative
44,57849,1,1,yes,buy_more,wealth_creation,none,14110,Moderate
23,31409,0,10,yes,sell,retirement,experienced,6150,Aggressive
37,78975,1,15,yes,hold,wealth_creation,experienced,6881,Aggressive
26,24980,1,20,yes,sell,tax_saving,experienced,6379,Aggressive
58,100749,0,15,no,hold,wealth_creation,none,33523,Conservative
33,53637,0,3,no,buy_more,child_education,some,2718,Moderate
29,15000,0,2,no,hold,child_education,experienced,2719,Moderate
43,42056,0,1,no,hold,retirement,some,3694,Conservative
38,65793,2,7,no,hold,child_education,none,7375,Conservative
24,44061,0,5,no,hold,short_term,experienced,8701,Moderate
53,67626,0,2,yes,hold,tax_saving,experienced,9291,Moderate
54,33439,4,5,yes,sell,retirement,some,8184,Conservative
50,27236,0,7,yes,sell,wealth_creation,some,3519,Moderate
45,47469,3,10,yes,buy_more,child_education,some,13427,Aggressive
37,49722,2,5,yes,hold,tax_saving,some,5222,Aggressive
42,41907,2,3,yes,sell,tax_saving,none,13501,Conservative
41,85159,1,10,no,hold,retirement,some,14480,Moderate
27,33436,0,10,yes,hold,wealth_creation,none,2228,Aggressive
24,56439,3,3,no,sell,wealth_creation,none,4510,Conservative
31,50543,3,1,yes,hold,tax_saving,experienced,10608,Moderate
39,24330,0,20,yes,sell,child_education,none,7866,Moderate
27,27076,2,10,no,buy_more,wealth_creation,none,5539,Aggressive
25,49284,1,3,yes,hold,wealth_creation,experienced,9120,Aggressive
55,119555,3,7,no,buy_more,wealth_creation,some,33695,Conservative
35,63619,3,7,no,hold,retirement,experienced,7509,Moderate
44,22549,0,2,yes,buy_more,retirement,none,5704,Moderate
41,15000,3,3,yes,hold,wealth_creation,some,1732,Aggressive
50,68177,4,20,yes,sell,short_term,none,20698,Conservative
50,46943,2,7,yes,buy_more,wealth_creation,none,14758,Moderate
32,81925,0,3,no,buy_more,child_education,none,8878,Moderate
54,32980,3,10,no,buy_more,child_education,some,3069,Moderate
35,57388,2,5,yes,buy_more,retirement,some,15322,Aggressive
54,71738,0,7,no,hold,short_term,none,17637,Conservative
37,40080,3,3,no,hold,retirement,experienced,9478,Conservative
25,40467,1,1,yes,buy_more,retirement,experienced,8207,Aggressive
51,49581,3,2,yes,sell,wealth_creation,none,4398,Conservative
22,62580,2,20,no,buy_more,retirement,experienced,16636,Aggressive
51,48705,0,7,no,buy_more,short_term,some,4807,Moderate
22,75985,4,15,yes,hold,short_term,some,16173,Aggressive
29,39820,1,1,yes,hold,tax_saving,some,6131,Moderate
45,26963,1,10,yes,hold,tax_saving,some,4030,Moderate
58,119328,1,5,no,buy_more,short_term,none,35759,Conservative
37,37343,0,10,no,sell,short_term,some,6978,Moderate
25,37956,2,5,yes,hold,child_education,none,7516,Aggressive
30,47590,1,7,no,hold,short_term,none,15174,Conservative
56,50525,4,1,yes,buy_more,wealth_creation,some,10990,Conservative
50,41191,4,1,no,hold,tax_saving,none,11961,Conservative
25,48637,2,10,no,hold,wealth_creation,some,15022,Moderate
36,48151,0,2,yes,sell,retirement,some,12449,Moderate
31,53032,2,1,yes,hold,child_education,none,4943,Conservative
28,16968,0,15,yes,buy_more,child_education,experienced,1455,Aggressive
54,114278,3,3,no,hold,child_education,none,20600,Conservative
45,45877,1,7,no,hold,retirement,some,3163,Conservative
28,63657,4,15,yes,hold,retirement,none,8925,Aggressive
47,26366,1,10,no,hold,retirement,none,2967,Moderate
37,39658,0,1,no,hold,child_education,experienced,2442,Moderate
23,36223,4,7,yes,buy_more,tax_saving,experienced,6148,Aggressive
38,94975,1,7,yes,hold,short_term,none,11845,Moderate
28,37661,3,5,yes,hold,child_education,none,3034,Aggressive
30,68949,3,10,yes,hold,retirement,some,18553,Aggressive
56,36581,1,20,no,buy_more,wealth_creation,none,11843,Moderate
49,39987,1,2,no,sell,short_term,experienced,9446,Conservative
26,43892,1,2,yes,sell,wealth_creation,none,14431,Conservative
55,87354,3,10,yes,hold,tax_saving,none,8730,Conservative
43,20943,4,5,yes,buy_more,wealth_creation,none,5872,Aggressive
55,27117,0,10,yes,hold,tax_saving,none,4679,Moderate
50,20408,2,2,yes,hold,child_education,experienced,4017,Moderate
34,30050,0,1,no,hold,retirement,some,7491,Conservative
42,34022,2,10,no,sell,wealth_creation,none,9698,Moderate
42,23705,3,20,no,buy_more,child_education,none,1610,Aggressive
49,35229,3,2,yes,hold,wealth_creation,none,5864,Moderate
30,19798,1,15,yes,hold,short_term,some,5533,Aggressive
34,31005,1,5,no,buy_more,child_education,some,6526,Aggressive
30,84135,0,1,yes,hold,retirement,none,12831,Moderate
32,58783,0,7,yes,sell,retirement,some,3653,Moderate
27,53335,1,3,no,sell,retirement,some,2784,Conservative
